timestamp,service,anomaly_score,severity,action,escalate_to_human
2026-04-30 16:52:53.698785,auth,0.789800235242667,LOW,Monitor,False
2026-04-30 16:52:53.698785,payments,0.5433861565953688,LOW,Monitor,False
2026-04-30 16:52:53.698785,recommendation,0.7105989830243478,LOW,Monitor,False
2026-04-30 17:02:53.698785,payments,0.7517664874163603,LOW,Monitor,False
2026-04-30 17:02:53.698785,auth,0.7407655136074395,LOW,Monitor,False
2026-04-30 17:02:53.698785,recommendation,0.8448130827440323,LOW,Monitor,False
2026-04-30 17:02:53.698785,search,0.6420089683268052,LOW,Monitor,False
2026-04-30 17:12:53.698785,auth,0.7258578797684487,LOW,Monitor,False
2026-04-30 17:12:53.698785,payments,0.8829587740420943,LOW,Monitor,False
2026-04-30 17:12:53.698785,search,0.7895105552035131,LOW,Monitor,False
2026-04-30 17:12:53.698785,recommendation,0.7115629940340145,LOW,Monitor,False
2026-04-30 17:22:53.698785,auth,0.8120655903610939,LOW,Monitor,False
2026-04-30 17:22:53.698785,payments,0.6980669575629326,LOW,Monitor,False
2026-04-30 17:22:53.698785,search,0.7849223084928535,LOW,Monitor,False
2026-04-30 17:22:53.698785,recommendation,0.718638623255792,LOW,Monitor,False
2026-04-30 17:32:53.698785,payments,0.9565296475605022,LOW,Monitor,False
2026-04-30 17:32:53.698785,auth,0.5427300019746175,LOW,Monitor,False
2026-04-30 17:32:53.698785,recommendation,0.7546394603070203,LOW,Monitor,False
2026-04-30 17:32:53.698785,search,0.7526952970585474,LOW,Monitor,False
2026-04-30 17:42:53.698785,auth,0.8569637647028974,LOW,Monitor,False
2026-04-30 17:42:53.698785,payments,0.7440255731112839,LOW,Monitor,False
2026-04-30 17:42:53.698785,search,0.7795016817041549,LOW,Monitor,False
2026-04-30 17:42:53.698785,recommendation,0.5412755237656567,LOW,Monitor,False
2026-04-30 17:52:53.698785,auth,0.6257999329687882,LOW,Monitor,False
2026-04-30 17:52:53.698785,payments,0.9766713792520408,LOW,Monitor,False
2026-04-30 17:52:53.698785,search,0.590390917576648,LOW,Monitor,False
2026-04-30 17:52:53.698785,recommendation,0.7870653483764768,LOW,Monitor,False
2026-04-30 18:02:53.698785,payments,0.8396964209607003,LOW,Monitor,False
2026-04-30 18:02:53.698785,auth,0.4812343455448907,LOW,Monitor,False
2026-04-30 18:02:53.698785,recommendation,0.7049387667963227,LOW,Monitor,False
2026-04-30 18:02:53.698785,search,0.8000768499469767,LOW,Monitor,False
2026-04-30 18:12:53.698785,auth,0.7263741124342664,LOW,Monitor,False
2026-04-30 18:12:53.698785,payments,0.876118966389577,LOW,Monitor,False
2026-04-30 18:12:53.698785,search,0.7287220796982699,LOW,Monitor,False
2026-04-30 18:12:53.698785,recommendation,0.7607569179260467,LOW,Monitor,False
2026-04-30 18:22:53.698785,auth,0.9572547306918776,LOW,Monitor,False
2026-04-30 18:22:53.698785,payments,0.692868895478097,LOW,Monitor,False
2026-04-30 18:22:53.698785,search,0.7451699843870643,LOW,Monitor,False
2026-04-30 18:22:53.698785,recommendation,0.5539508374119664,LOW,Monitor,False
2026-04-30 18:32:53.698785,auth,0.7606900873840938,LOW,Monitor,False
2026-04-30 18:32:53.698785,payments,0.8155115381000759,LOW,Monitor,False
2026-04-30 18:32:53.698785,search,0.6442679049966527,LOW,Monitor,False
2026-04-30 18:32:53.698785,recommendation,0.9960777286728895,LOW,Monitor,False
2026-04-30 18:42:53.698785,auth,0.6196031466531997,LOW,Monitor,False
2026-04-30 18:42:53.698785,payments,0.8927283191611037,LOW,Monitor,False
2026-04-30 18:42:53.698785,search,0.8284327091460038,LOW,Monitor,False
2026-04-30 18:42:53.698785,recommendation,0.7292167818737106,LOW,Monitor,False
2026-04-30 18:52:53.698785,auth,0.5907257543491994,LOW,Monitor,False
2026-04-30 18:52:53.698785,payments,0.6275571436196081,LOW,Monitor,False
2026-04-30 18:52:53.698785,search,0.7783989443421444,LOW,Monitor,False
2026-04-30 18:52:53.698785,recommendation,0.6633738548214722,LOW,Monitor,False
2026-04-30 19:02:53.698785,auth,0.7330979722933695,LOW,Monitor,False
2026-04-30 19:02:53.698785,payments,0.4248360744732155,LOW,Monitor,False
2026-04-30 19:02:53.698785,search,0.6090235870810699,LOW,Monitor,False
2026-04-30 19:02:53.698785,recommendation,0.5669860716596316,LOW,Monitor,False
2026-04-30 19:12:53.698785,auth,0.7522688072287333,LOW,Monitor,False
2026-04-30 19:12:53.698785,payments,0.9866822424211621,LOW,Monitor,False
2026-04-30 19:12:53.698785,search,0.7229378762731498,LOW,Monitor,False
2026-04-30 19:12:53.698785,recommendation,0.9209993545885824,LOW,Monitor,False
2026-04-30 19:22:53.698785,payments,0.7052592282339117,LOW,Monitor,False
2026-04-30 19:22:53.698785,auth,0.6713091293519221,LOW,Monitor,False
2026-04-30 19:22:53.698785,recommendation,0.6280879729469907,LOW,Monitor,False
2026-04-30 19:22:53.698785,search,0.7910712362503818,LOW,Monitor,False
2026-04-30 19:32:53.698785,auth,0.8580819752803339,LOW,Monitor,False
2026-04-30 19:32:53.698785,payments,4.039178826232276,HIGH,Scale up + restart service,True
2026-04-30 19:32:53.698785,search,0.7690039842245289,LOW,Monitor,False
2026-04-30 19:32:53.698785,recommendation,0.6897059831896712,LOW,Monitor,False
2026-04-30 19:42:53.698785,payments,0.7053859228926799,LOW,Monitor,False
2026-04-30 19:42:53.698785,auth,0.6240504794871438,LOW,Monitor,False
2026-04-30 19:42:53.698785,recommendation,1.0093268342928683,LOW,Monitor,False
2026-04-30 19:42:53.698785,search,0.7033138088572615,LOW,Monitor,False
2026-04-30 19:52:53.698785,auth,0.6351263246224804,LOW,Monitor,False
2026-04-30 19:52:53.698785,payments,0.8144930948104947,LOW,Monitor,False
2026-04-30 19:52:53.698785,search,0.45779126466030273,LOW,Monitor,False
2026-04-30 19:52:53.698785,recommendation,0.9193428605491658,LOW,Monitor,False
2026-04-30 20:02:53.698785,auth,0.8398343419912612,LOW,Monitor,False
2026-04-30 20:02:53.698785,payments,0.5079527577537094,LOW,Monitor,False
2026-04-30 20:02:53.698785,search,0.8693588879972245,LOW,Monitor,False
2026-04-30 20:02:53.698785,recommendation,0.9235312522949042,LOW,Monitor,False
2026-04-30 20:12:53.698785,search,0.5946613141735382,LOW,Monitor,False
2026-04-30 20:12:53.698785,recommendation,0.5593751962020073,LOW,Monitor,False
2026-04-30 20:12:53.698785,auth,0.6421074999286409,LOW,Monitor,False
2026-04-30 20:12:53.698785,payments,0.6286928844863153,LOW,Monitor,False
2026-04-30 20:22:53.698785,auth,0.586769276275958,LOW,Monitor,False
2026-04-30 20:22:53.698785,payments,0.45746788875653516,LOW,Monitor,False
2026-04-30 20:22:53.698785,search,0.837440524774896,LOW,Monitor,False
2026-04-30 20:22:53.698785,recommendation,0.5289233285855234,LOW,Monitor,False
2026-04-30 20:32:53.698785,auth,0.7179824614264594,LOW,Monitor,False
2026-04-30 20:32:53.698785,payments,0.6381103119785367,LOW,Monitor,False
2026-04-30 20:32:53.698785,search,0.6887529546074818,LOW,Monitor,False
2026-04-30 20:32:53.698785,recommendation,0.46815285092241177,LOW,Monitor,False
2026-04-30 20:42:53.698785,auth,0.8309081149854628,LOW,Monitor,False
2026-04-30 20:42:53.698785,payments,0.4631232351028745,LOW,Monitor,False
2026-04-30 20:42:53.698785,search,0.9860362671641807,LOW,Monitor,False
2026-04-30 20:42:53.698785,recommendation,0.5861547811696518,LOW,Monitor,False
2026-04-30 20:52:53.698785,auth,0.8912131437455323,LOW,Monitor,False
2026-04-30 20:52:53.698785,payments,0.7939315259086042,LOW,Monitor,False
2026-04-30 20:52:53.698785,search,0.5242875139820645,LOW,Monitor,False
2026-04-30 20:52:53.698785,recommendation,0.8879790147736228,LOW,Monitor,False
2026-04-30 21:02:53.698785,auth,0.6101385738530837,LOW,Monitor,False
2026-04-30 21:02:53.698785,payments,0.9255205028453832,LOW,Monitor,False
2026-04-30 21:02:53.698785,search,0.654234876990097,LOW,Monitor,False
2026-04-30 21:02:53.698785,recommendation,0.7750286942077295,LOW,Monitor,False
2026-04-30 21:12:53.698785,auth,0.6954345146956091,LOW,Monitor,False
2026-04-30 21:12:53.698785,payments,0.5994630860572889,LOW,Monitor,False
2026-04-30 21:12:53.698785,search,0.4634251827964212,LOW,Monitor,False
2026-04-30 21:12:53.698785,recommendation,0.8189921619573055,LOW,Monitor,False
2026-04-30 21:22:53.698785,search,0.4738636356482155,LOW,Monitor,False
2026-04-30 21:22:53.698785,recommendation,0.7900458941871142,LOW,Monitor,False
2026-04-30 21:22:53.698785,auth,0.6074853628889294,LOW,Monitor,False
2026-04-30 21:22:53.698785,payments,0.6454281622460518,LOW,Monitor,False
2026-04-30 21:32:53.698785,auth,0.7699842748320296,LOW,Monitor,False
2026-04-30 21:32:53.698785,payments,0.6210599764057683,LOW,Monitor,False
2026-04-30 21:32:53.698785,search,0.7018904254217408,LOW,Monitor,False
2026-04-30 21:32:53.698785,recommendation,0.9231236303691202,LOW,Monitor,False
2026-04-30 21:42:53.698785,auth,0.6957133774034328,LOW,Monitor,False
2026-04-30 21:42:53.698785,payments,2.28915791738112,MEDIUM,Investigate latency + check logs,False
2026-04-30 21:42:53.698785,search,0.915616209698106,LOW,Monitor,False
2026-04-30 21:42:53.698785,recommendation,0.7969783661986871,LOW,Monitor,False
2026-04-30 21:52:53.698785,auth,0.5051524030942562,LOW,Monitor,False
2026-04-30 21:52:53.698785,payments,0.8423723651465863,LOW,Monitor,False
2026-04-30 21:52:53.698785,search,0.7883840897178493,LOW,Monitor,False
2026-04-30 21:52:53.698785,recommendation,0.62403214823076,LOW,Monitor,False
2026-04-30 22:02:53.698785,auth,0.8013441022043297,LOW,Monitor,False
2026-04-30 22:02:53.698785,payments,0.8337312014972368,LOW,Monitor,False
2026-04-30 22:02:53.698785,search,0.9517180236139,LOW,Monitor,False
2026-04-30 22:02:53.698785,recommendation,0.7700571936272345,LOW,Monitor,False
2026-04-30 22:12:53.698785,auth,0.8602085114948985,LOW,Monitor,False
2026-04-30 22:12:53.698785,payments,0.873942035649796,LOW,Monitor,False
2026-04-30 22:12:53.698785,search,0.6277314938510384,LOW,Monitor,False
2026-04-30 22:12:53.698785,recommendation,0.6900230818113003,LOW,Monitor,False
2026-04-30 22:22:53.698785,auth,0.5989662120552675,LOW,Monitor,False
2026-04-30 22:22:53.698785,payments,0.8383834827158654,LOW,Monitor,False
2026-04-30 22:22:53.698785,search,0.5836115439790692,LOW,Monitor,False
2026-04-30 22:22:53.698785,recommendation,0.8050751963159554,LOW,Monitor,False
2026-04-30 22:32:53.698785,search,0.6809777193990908,LOW,Monitor,False
2026-04-30 22:32:53.698785,payments,0.7954021032677825,LOW,Monitor,False
2026-04-30 22:32:53.698785,recommendation,0.5667160375876155,LOW,Monitor,False
2026-04-30 22:32:53.698785,auth,0.5126151548423794,LOW,Monitor,False
2026-04-30 22:42:53.698785,auth,0.5711566242084878,LOW,Monitor,False
2026-04-30 22:42:53.698785,payments,0.8061076357021822,LOW,Monitor,False
2026-04-30 22:42:53.698785,search,0.5933521785284022,LOW,Monitor,False
2026-04-30 22:42:53.698785,recommendation,0.9675377424907426,LOW,Monitor,False
2026-04-30 22:52:53.698785,search,0.61545063388715,LOW,Monitor,False
2026-04-30 22:52:53.698785,recommendation,0.9462586368933961,LOW,Monitor,False
2026-04-30 22:52:53.698785,auth,0.5743477015288362,LOW,Monitor,False
2026-04-30 22:52:53.698785,payments,0.6171406199990643,LOW,Monitor,False
2026-04-30 23:02:53.698785,payments,0.9735812174184046,LOW,Monitor,False
2026-04-30 23:02:53.698785,auth,0.5792062975034988,LOW,Monitor,False
2026-04-30 23:02:53.698785,recommendation,0.8221567356073195,LOW,Monitor,False
2026-04-30 23:02:53.698785,search,0.6695367472081308,LOW,Monitor,False
2026-04-30 23:12:53.698785,payments,0.7868690900115403,LOW,Monitor,False
2026-04-30 23:12:53.698785,search,0.6011401680543056,LOW,Monitor,False
2026-04-30 23:12:53.698785,auth,0.7158440195675496,LOW,Monitor,False
2026-04-30 23:12:53.698785,recommendation,0.7994120409361096,LOW,Monitor,False
2026-04-30 23:22:53.698785,auth,0.6565167185035861,LOW,Monitor,False
2026-04-30 23:22:53.698785,payments,0.5435188192727457,LOW,Monitor,False
2026-04-30 23:22:53.698785,search,0.5072224381770846,LOW,Monitor,False
2026-04-30 23:22:53.698785,recommendation,0.6137086910895928,LOW,Monitor,False
2026-04-30 23:32:53.698785,auth,0.5197751005101825,LOW,Monitor,False
2026-04-30 23:32:53.698785,payments,0.8769907149212657,LOW,Monitor,False
2026-04-30 23:32:53.698785,search,0.751767807168293,LOW,Monitor,False
2026-04-30 23:32:53.698785,recommendation,0.9185934249909795,LOW,Monitor,False
2026-04-30 23:42:53.698785,auth,0.7250170571194092,LOW,Monitor,False
2026-04-30 23:42:53.698785,payments,0.43573764555429434,LOW,Monitor,False
2026-04-30 23:42:53.698785,search,0.6304837089772365,LOW,Monitor,False
2026-04-30 23:42:53.698785,recommendation,0.7144679270173536,LOW,Monitor,False
2026-04-30 23:52:53.698785,auth,0.5814533302234366,LOW,Monitor,False
2026-04-30 23:52:53.698785,payments,1.003825274882196,LOW,Monitor,False
2026-04-30 23:52:53.698785,search,0.8390573849706939,LOW,Monitor,False
2026-04-30 23:52:53.698785,recommendation,0.7631917298955493,LOW,Monitor,False
2026-05-01 00:02:53.698785,search,0.42524895486955255,LOW,Monitor,False
2026-05-01 00:02:53.698785,recommendation,0.8690637206921696,LOW,Monitor,False
2026-05-01 00:02:53.698785,auth,0.8492020257098613,LOW,Monitor,False
2026-05-01 00:02:53.698785,payments,0.6273018853449562,LOW,Monitor,False
2026-05-01 00:12:53.698785,search,0.9260031633056487,LOW,Monitor,False
2026-05-01 00:12:53.698785,auth,0.7250007361363365,LOW,Monitor,False
2026-05-01 00:12:53.698785,payments,0.8767812338398641,LOW,Monitor,False
2026-05-01 00:12:53.698785,recommendation,0.7159185938339845,LOW,Monitor,False
2026-05-01 00:22:53.698785,auth,0.7507784674756253,LOW,Monitor,False
2026-05-01 00:22:53.698785,payments,0.8018939539036303,LOW,Monitor,False
2026-05-01 00:22:53.698785,search,0.631905739246585,LOW,Monitor,False
2026-05-01 00:22:53.698785,recommendation,0.7016752919753553,LOW,Monitor,False
2026-05-01 00:32:53.698785,auth,0.8809480344560724,LOW,Monitor,False
2026-05-01 00:32:53.698785,payments,0.4543768118340722,LOW,Monitor,False
2026-05-01 00:32:53.698785,search,0.6346080136891221,LOW,Monitor,False
2026-05-01 00:32:53.698785,recommendation,0.7776740798348978,LOW,Monitor,False
2026-05-01 00:42:53.698785,auth,0.508667497330831,LOW,Monitor,False
2026-05-01 00:42:53.698785,payments,0.8555285264752535,LOW,Monitor,False
2026-05-01 00:42:53.698785,search,0.7965387052436291,LOW,Monitor,False
2026-05-01 00:42:53.698785,recommendation,0.6442409124306847,LOW,Monitor,False
2026-05-01 00:52:53.698785,payments,0.7742401540897585,LOW,Monitor,False
2026-05-01 00:52:53.698785,auth,0.8478526033488643,LOW,Monitor,False
2026-05-01 00:52:53.698785,recommendation,0.7874919132840087,LOW,Monitor,False
2026-05-01 00:52:53.698785,search,1.0526480660240158,LOW,Monitor,False
2026-05-01 01:02:53.698785,auth,0.6714642656479934,LOW,Monitor,False
2026-05-01 01:02:53.698785,payments,0.8520228921456908,LOW,Monitor,False
2026-05-01 01:02:53.698785,search,0.719095916876506,LOW,Monitor,False
2026-05-01 01:02:53.698785,recommendation,0.6474503099817062,LOW,Monitor,False
2026-05-01 01:12:53.698785,auth,0.7973838786481801,LOW,Monitor,False
2026-05-01 01:12:53.698785,payments,0.8640831105078013,LOW,Monitor,False
2026-05-01 01:12:53.698785,search,0.6715322252579117,LOW,Monitor,False
2026-05-01 01:12:53.698785,recommendation,0.5240373473775292,LOW,Monitor,False
2026-05-01 01:22:53.698785,payments,0.7079624964635742,LOW,Monitor,False
2026-05-01 01:22:53.698785,auth,0.7989993940831366,LOW,Monitor,False
2026-05-01 01:22:53.698785,recommendation,0.5996344618891104,LOW,Monitor,False
2026-05-01 01:22:53.698785,search,0.6910639904827005,LOW,Monitor,False
2026-05-01 01:32:53.698785,auth,0.6895796927363771,LOW,Monitor,False
2026-05-01 01:32:53.698785,payments,0.9191777385849085,LOW,Monitor,False
2026-05-01 01:32:53.698785,search,0.8396156717471153,LOW,Monitor,False
2026-05-01 01:32:53.698785,recommendation,0.4308971705186013,LOW,Monitor,False
2026-05-01 01:42:53.698785,search,0.8121799315155054,LOW,Monitor,False
2026-05-01 01:42:53.698785,recommendation,0.7445004268249976,LOW,Monitor,False
2026-05-01 01:42:53.698785,auth,0.755495206123683,LOW,Monitor,False
2026-05-01 01:42:53.698785,payments,0.6963715675388388,LOW,Monitor,False
2026-05-01 01:52:53.698785,payments,0.7163009118090016,LOW,Monitor,False
2026-05-01 01:52:53.698785,auth,0.5354717230490477,LOW,Monitor,False
2026-05-01 01:52:53.698785,recommendation,0.8279128570277405,LOW,Monitor,False
2026-05-01 01:52:53.698785,search,0.8850864262049646,LOW,Monitor,False
2026-05-01 02:02:53.698785,payments,0.742326048157757,LOW,Monitor,False
2026-05-01 02:02:53.698785,search,0.6257307262716107,LOW,Monitor,False
2026-05-01 02:02:53.698785,auth,0.5845749240641271,LOW,Monitor,False
2026-05-01 02:02:53.698785,recommendation,0.7188944254398242,LOW,Monitor,False
2026-05-01 02:12:53.698785,auth,0.6332140561174563,LOW,Monitor,False
2026-05-01 02:12:53.698785,payments,1.0079210730990575,LOW,Monitor,False
2026-05-01 02:12:53.698785,search,0.7756964500484325,LOW,Monitor,False
2026-05-01 02:12:53.698785,recommendation,0.62858579372024,LOW,Monitor,False
2026-05-01 02:22:53.698785,auth,0.7300115311647389,LOW,Monitor,False
2026-05-01 02:22:53.698785,payments,0.6346320908628857,LOW,Monitor,False
2026-05-01 02:22:53.698785,search,0.7105977799376371,LOW,Monitor,False
2026-05-01 02:22:53.698785,recommendation,0.6433947733163814,LOW,Monitor,False
2026-05-01 02:32:53.698785,auth,0.769838491537848,LOW,Monitor,False
2026-05-01 02:32:53.698785,payments,1.0032245521202041,LOW,Monitor,False
2026-05-01 02:32:53.698785,search,0.6080526557279236,LOW,Monitor,False
2026-05-01 02:32:53.698785,recommendation,3.0725448204409034,HIGH,Scale up + restart service,True
2026-05-01 02:42:53.698785,auth,0.6686521901048602,LOW,Monitor,False
2026-05-01 02:42:53.698785,payments,0.6219632301664251,LOW,Monitor,False
2026-05-01 02:42:53.698785,search,0.6651252023133507,LOW,Monitor,False
2026-05-01 02:42:53.698785,recommendation,0.6981608695807786,LOW,Monitor,False
2026-05-01 02:52:53.698785,search,0.7216919380735352,LOW,Monitor,False
2026-05-01 02:52:53.698785,recommendation,0.505709424718199,LOW,Monitor,False
2026-05-01 02:52:53.698785,auth,0.6640442412368448,LOW,Monitor,False
2026-05-01 02:52:53.698785,payments,0.8608948867776891,LOW,Monitor,False
2026-05-01 03:02:53.698785,auth,0.8179192806691065,LOW,Monitor,False
2026-05-01 03:02:53.698785,payments,0.8657155451763799,LOW,Monitor,False
2026-05-01 03:02:53.698785,search,0.6267676285987558,LOW,Monitor,False
2026-05-01 03:02:53.698785,recommendation,0.7054560514891058,LOW,Monitor,False
2026-05-01 03:12:53.698785,auth,0.7502815445914603,LOW,Monitor,False
2026-05-01 03:12:53.698785,payments,0.7761239516045597,LOW,Monitor,False
2026-05-01 03:12:53.698785,search,0.747636376212609,LOW,Monitor,False
2026-05-01 03:12:53.698785,recommendation,0.859741115300438,LOW,Monitor,False
2026-05-01 03:22:53.698785,auth,0.8300313835481411,LOW,Monitor,False
2026-05-01 03:22:53.698785,payments,0.64372368612632,LOW,Monitor,False
2026-05-01 03:22:53.698785,search,0.8568169931393208,LOW,Monitor,False
2026-05-01 03:22:53.698785,recommendation,0.5098289777374279,LOW,Monitor,False
2026-05-01 03:32:53.698785,auth,0.7754703079669798,LOW,Monitor,False
2026-05-01 03:32:53.698785,payments,0.6027147921477173,LOW,Monitor,False
2026-05-01 03:32:53.698785,search,0.514671095995977,LOW,Monitor,False
2026-05-01 03:32:53.698785,recommendation,0.8197199286188871,LOW,Monitor,False
2026-05-01 03:42:53.698785,auth,0.8332831490436348,LOW,Monitor,False
2026-05-01 03:42:53.698785,payments,0.7422964793924486,LOW,Monitor,False
2026-05-01 03:42:53.698785,search,0.698234267102387,LOW,Monitor,False
2026-05-01 03:42:53.698785,recommendation,0.763492350816575,LOW,Monitor,False
2026-05-01 03:52:53.698785,search,0.6861509034002541,LOW,Monitor,False
2026-05-01 03:52:53.698785,recommendation,0.6436862813402702,LOW,Monitor,False
2026-05-01 03:52:53.698785,auth,0.806977346181605,LOW,Monitor,False
2026-05-01 03:52:53.698785,payments,0.6984543954859188,LOW,Monitor,False
2026-05-01 04:02:53.698785,auth,0.6528451827183922,LOW,Monitor,False
2026-05-01 04:02:53.698785,payments,0.8640798624979709,LOW,Monitor,False
2026-05-01 04:02:53.698785,search,0.632625622003007,LOW,Monitor,False
